Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S189360383,Eurasian Coot,Fulica atra,5430,10,CN-11,,L6529689,朝阳公园 (Chaoyang Park),39.9395667,116.4792716,2024-07-29,09:00 AM,eBird - Traveling Count,100,1,2.414,,1,,,,621967107
S198516817,American Coot,Fulica americana,5443,1,US-TX,Williamson,L574289,Devine Lake Park,30.5832667,-97.8826046,2024-10-12,08:20 AM,eBird - Traveling Count,165,1,2.736,,1
S201277678,American Coot,Fulica americana,5443,20,US-TX,Williamson,L574289,Devine Lake Park,30.5832667,-97.8826046,2024-10-27,07:53 AM,eBird - Traveling Count,160,1,3.219,,1
S193589439,Black-necked Stilt,Himantopus mexicanus,5713,20,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1,,,,623673079
S193589439,American Avocet,Recurvirostra americana,5723,5,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1
S190913218,Killdeer,Charadrius vociferus,5770,1,US-CA,Los Angeles,L23094148,Ballona Saltwater Marsh--Area A,33.9714971,-118.4436535,2024-08-10,08:45 AM,eBird - Traveling Count,75,1,2.092,,1
S193589439,Killdeer,Charadrius vociferus,5770,8,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1
S201275185,Killdeer,Charadrius vociferus,5770,1,US-TX,Travis,L567534,Roy G. Guerrero Colorado River Metro Park,30.246172,-97.7049763,2024-11-03,08:40 AM,eBird - Traveling Count,110,1,1.609,,1
S182253943,Killdeer,Charadrius vociferus,5770,4,US-OH,Union,L1137897,Glacier Ridge Metro Park--Honda Wetlands,40.1243893,-83.1819105,2024-06-18,09:00 AM,eBird - Traveling Count,90,1,1.609,,2,,,,622027606 622027607
S192559836,Killdeer,Charadrius vociferus,5770,1,US-TX,Williamson,L512205,Brushy Creek Lake Park,30.5085076,-97.7719923,2024-08-24,07:00 AM,eBird - Traveling Count,40,1,1.127,,1
S198516817,Killdeer,Charadrius vociferus,5770,19,US-TX,Williamson,L574289,Devine Lake Park,30.5832667,-97.8826046,2024-10-12,08:20 AM,eBird - Traveling Count,165,1,2.736,,1
S201277678,Killdeer,Charadrius vociferus,5770,20,US-TX,Williamson,L574289,Devine Lake Park,30.5832667,-97.8826046,2024-10-27,07:53 AM,eBird - Traveling Count,160,1,3.219,,1
S196756136,Killdeer,Charadrius vociferus,5770,1,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2024-09-28,09:26 AM,eBird - Traveling Count,39,1,.563,,1
S176780249,Killdeer,Charadrius vociferus,5770,1,US-TX,Williamson,L31788216,Quarry Park,30.5370832,-97.8622949,2024-05-24,10:30 AM,eBird - Stationary Count,60,0,,,1
S178639748,Killdeer,Charadrius vociferus,5770,1,US-TX,Williamson,L31788216,Quarry Park,30.5370832,-97.8622949,2024-06-01,10:55 AM,eBird - Stationary Count,15,1,,,1
S178652638,Killdeer,Charadrius vociferus,5770,1,US-TX,Williamson,L31788216,Quarry Park,30.5370832,-97.8622949,2024-06-01,11:10 AM,eBird - Stationary Count,40,1,,,1
S190913218,Whimbrel,Numenius phaeopus,5951,1,US-CA,Los Angeles,L23094148,Ballona Saltwater Marsh--Area A,33.9714971,-118.4436535,2024-08-10,08:45 AM,eBird - Traveling Count,75,1,2.092,,1
S178319436,Whimbrel,Numenius phaeopus,5951,1,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2024-05-30,10:00 AM,eBird - Traveling Count,120,1,1.609,,1,,,,622027568
S193589439,Spotted Sandpiper,Actitis macularius,6064,20,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1
S178319541,Spotted Sandpiper,Actitis macularius,6064,X,US-TX,Williamson,L31788216,Quarry Park,30.5370832,-97.8622949,2024-05-30,11:15 PM,eBird - Casual Observation,,0,,,1
S193589439,Solitary Sandpiper,Tringa solitaria,6067,X,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1
S193589439,Lesser Yellowlegs,Tringa flavipes,6083,20,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1
S190923477,Greater Yellowlegs,Tringa melanoleuca,6092,1,US-CA,Los Angeles,L2999551,Playa del Rey Beach,33.959237,-118.453238,2024-08-10,11:30 AM,eBird - Stationary Count,30,1,,,1
S201275185,Greater Yellowlegs,Tringa melanoleuca,6092,1,US-TX,Travis,L567534,Roy G. Guerrero Colorado River Metro Park,30.246172,-97.7049763,2024-11-03,08:40 AM,eBird - Traveling Count,110,1,1.609,,1
S193589439,Least Sandpiper,Calidris minutilla,6162,100,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1
S193589439,Pectoral Sandpiper,Calidris melanotos,6163,X,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2024-09-01,10:10 AM,eBird - Traveling Count,120,1,2.575,,1
S187073913,Black-tailed Gull,Larus crassirostris,6444,X,CN-21,,L34643198,老虎滩,38.876636,121.675162,2024-07-15,01:26 PM,eBird - Casual Observation,,0,,,1
S197691136,Ring-billed Gull,Larus delawarensis,6455,X,US-MA,Suffolk,L37099443,Boston,42.360575,-71.057279,2024-10-05,09:55 PM,eBird - Casual Observation,,0,,,1
S190913218,Western Gull,Larus occidentalis,6461,2,US-CA,Los Angeles,L23094148,Ballona Saltwater Marsh--Area A,33.9714971,-118.4436535,2024-08-10,08:45 AM,eBird - Traveling Count,75,1,2.092,,1
S178024563,Western Gull,Larus occidentalis,6461,2,US-CA,San Mateo,L5162517,Bayside Park,37.5914058,-122.3590279,2024-05-29,10:00 AM,eBird - Stationary Count,10,0,,,2
S178319436,Western Gull,Larus occidentalis,6461,5,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2024-05-30,10:00 AM,eBird - Traveling Count,120,1,1.609,,1
S190913218,gull sp.,Larinae sp.,6548,10,US-CA,Los Angeles,L23094148,Ballona Saltwater Marsh--Area A,33.9714971,-118.4436535,2024-08-10,08:45 AM,eBird - Traveling Count,75,1,2.092,,1
S190923477,gull sp.,Larinae sp.,6548,10,US-CA,Los Angeles,L2999551,Playa del Rey Beach,33.959237,-118.453238,2024-08-10,11:30 AM,eBird - Stationary Count,30,1,,,1
S178049170,gull sp.,Larinae sp.,6548,10,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2024-05-29,10:30 AM,eBird - Traveling Count,90,1,1.609,,1
S178068632,gull sp.,Larinae sp.,6548,2,US-CA,Santa Clara,L300659,Stanford University--campus,37.4321365,-122.1689129,2024-05-29,01:00 PM,eBird - Traveling Count,30,1,.966,,1
S190913218,Caspian Tern,Hydroprogne caspia,6644,2,US-CA,Los Angeles,L23094148,Ballona Saltwater Marsh--Area A,33.9714971,-118.4436535,2024-08-10,08:45 AM,eBird - Traveling Count,75,1,2.092,,1
S178049170,Caspian Tern,Hydroprogne caspia,6644,3,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2024-05-29,10:30 AM,eBird - Traveling Count,90,1,1.609,,1
S178319436,Caspian Tern,Hydroprogne caspia,6644,4,US-CA,San Mateo,L247966,Coyote Point County Park,37.5899626,-122.3215145,2024-05-30,10:00 AM,eBird - Traveling Count,120,1,1.609,,1
